oppdrag_id;navn
d66062;Hydrograf
d66063;Hydrograf
d66064;Hydrograf
d66091;Hydrograf
d66092;Hydrograf
d66093;Hydrograf
d66094;Hydrograf
d67062;Hydrograf
em3000_test;Mb-20
ffi-0197;HU Sverdrup II
ffi-0198;Odin Finder
ffi-0199;HU Sverdrup II
ffi-0199_korsfjorden;Odin Finder
ffi-0298;HU Sverdrup II
ffi-0299;HU Sverdrup II
ffi-0399;HU Sverdrup II
ffi-0497;HU Sverdrup II
ffi-0498;HU Sverdrup II
ffi-051999;HU Sverdrup II
ffi-0597;HU Sverdrup II
ffi-0598;HU Sverdrup II
ffi-0698;HU Sverdrup II
ffi-0798;HU Sverdrup II
ffi-0799;HU Sverdrup II
ffi-091999;HU Sverdrup II
ffi-0998;HU Sverdrup II
ffi-1199;HU Sverdrup II
fosae-2007-01;MV Victor Hensen
fosae-2007-02;MV Victor Hensen
fosae-2007-03;MV Victor Hensen
fosae-2007-04;MV Victor Hensen
fosae-2007-05;MV Victor Hensen
fosae-2007-06;MV Victor Hensen
fosae-2007-07;MV Meridian
fosae-2007-08;MV Victor Hensen
fosae-2007-09;MV Victor Hensen
fosae-2007-10;MV Victor Hensen
fosae-2007-11;MV Victor Hensen
fosae-2007-12;MV Victor Hensen
fosae-2007-13;MV Victor Hensen
fosae-2007-14;MV Victor Hensen
fosae-2007-15;MV Victor Hensen
fosae-2007-16;MV Victor Hensen
fosae-2007-17;MV Victor Hensen
fosae-2007-18;MV Victor Hensen
fosae-2007-19;MV Victor Hensen
fosae-2007-20;MV Victor Hensen
fosae-2007-21;MV Victor Hensen
fosae-2007-22;MV Victor Hensen
fosae-2007-23;MV Victor Hensen
fosae-2007-24;MV Victor Hensen
fosae-2007-25;MV Victor Hensen
fosae-2008-01;MV Victor Hensen
fosae-2008-02;MV Victor Hensen
fosae-2008-03;MV Victor Hensen
fosae-2008-04;MV Victor Hensen
fosae-2008-05;MV Victor Hensen
fosae-2008-06;MV Victor Hensen
fosae-2008-07;MV Victor Hensen
fosae-2008-08;MV Victor Hensen
fosae-2008-09;MV Victor Hensen
fosae-2008-10;MV Victor Hensen
fosae-2008-11;MV Victor Hensen
fosae-2010-02;MV Fugro Gauss
fosae-2010-03;MV Fugro Gauss
fosae-2010-04;MV Fugro Gauss
fosae-2010-05;MV Fugro Gauss
fosae-2010-06;MV Fugro Gauss
fosae-2010-07;MV Fugro Gauss
fosae-2010-08;MV Fugro Gauss
fosae-2010-09;MV Fugro Gauss
fosae-2012-B12;MV Victor Hensen
fosae-2012-B13;MV Victor Hensen
fosae-2012-B14;MV Victor Hensen
fosae-2012-B15;MV Victor Hensen
fosae-2012-B16;MV Victor Hensen
fosae-2012-B17;M/V Karoline
fosae-2012-B18;MV Victor Hensen
fosae-2012-B19;MV Victor Hensen
fosae-2012-B20;M/V Karoline
fosae-2012-B21;MV Victor Hensen
fosae-2012-B22;MV Victor Hensen
fosae-2012-B23;MV Victor Hensen
fosae-2012-B24;MV Victor Hensen
fosae-2012-B25;MV Victor Hensen
fosae-2012-B26;MV Victor Hensen
fosae-2012-B27;MV Victor Hensen
fosae-2012-B28;MV Victor Hensen
fosae-2012-B29;MV Fugro Gauss
fosae-2012-B30;MV Victor Hensen
fosae-2012-B31;MV Victor Hensen
fosae-2012-B32;M/V Karoline
fosae-2012-B33;MV Fugro Gauss
fosae-2012-B34;MV Fugro Gauss
fosae-2012-B35;MV Fugro Gauss
fosae-2012-B36;M/V Karoline
fosae-2012-B37;M/V Karoline
fosae-2012-B38;MV Fugro Gauss
fosae-2012-B39;MV Fugro Gauss
fosae-2012-B40;MV Fugro Gauss
fosae-2012-B41;MV Fugro Gauss
fosae-2012-B42;MV Fugro Gauss
fosae-2012-B43;MV Fugro Gauss
fosae-2012-B44;MV Fugro Gauss
fosae-2012-S01;MV Fugro Gauss
fosae-2012-S02;MV Fugro Gauss
fosae-2012-S03;MV Fugro Gauss
fosae-2012-S04;MV Fugro Gauss
fosae-2012-S05;MV Fugro Gauss
fosae-2012-S06;MV Fugro Gauss
fosae-2012-S07;MV Fugro Gauss
fosae-2012-S08;MV Fugro Gauss
fosae-2012-S09;MV Fugro Gauss
fosae-2012-S10;MV Fugro Gauss
fosae-2013-D01;M/V Karoline
fosae-2013-D02;MV Victor Hensen
fosae-2013-D03;MV Victor Hensen
fosae-2013-D04;MV Victor Hensen
fosae-2013-D05;MV Victor Hensen
fosae-2013-D06;MV Victor Hensen
fosae-2013-D07;MV Victor Hensen
fosae-2013-D08;MV Victor Hensen
fosae-2013-D09;MV Victor Hensen
fosae-2013-D11;MV Victor Hensen
fosae-2013-D12;MV Victor Hensen
fosae-2013-D13;MV Victor Hensen
fosae-2013-D14;MV Victor Hensen
fosae-2013-D16;MV Victor Hensen
fosae-2013-D18;MV Victor Hensen
fosae-2013-D19;M/V Karoline
fosae-2013-D21;M/V Karoline
fosae-2013-D22;M/V Karoline
fosae-2013-D23;M/V Karoline
fosae-2013-D24;M/V Karoline
fosae-2013-D25;M/V Karoline
fosae-2013-D27;M/V Karoline
fosae-2013-D28;M/V Karoline
fosae-2013-D29;M/V Karoline
fosae-2013-H01;M/V Karoline
fosae-2013-H02;M/V Karoline
fosae-2013-H03;M/V Karoline
fosae-2013-H04;M/V Karoline
fosae-2013-M02;M/V Karoline
fosae-2013-M03;M/V Karoline
fosae-2014-E01;MV Victor Hensen
fosae-2014-E02;MV Victor Hensen
fosae-2014-E03;M/V Karoline
fosae-2014-E05;MV Victor Hensen
fosae-2014-E06;MV Victor Hensen
fosae-2014-E07;MV Victor Hensen
fosae-2014-E08;M/V Karoline
fosae-2014-E09;MV Victor Hensen
fosae-2014-E10;MV Victor Hensen
fosae-2014-E11;MV Victor Hensen
fosae-2014-EKN01;M/V Karoline
fosae-2014-EKN02;M/V Karoline
fosae-2014-EKN03;M/V Karoline
fosae-2014-EKN04;M/V Karoline
fosae-2014-EKN06;M/V Karoline
fosae-2014-EKN07;M/V Karoline
fosae-2014-EKN09;M/V Karoline
fosae-2014-EKN10;M/V Karoline
fosae-2014-EKN11;M/V Karoline
fosae-2014-EKN13;M/V Karoline
fosae-2014-EKN14;M/V Karoline
fosae-2014-EKS01;M/V Karoline
fosae-2014-EKS02;M/V Karoline
fosae-2014-EKS03;M/V Karoline
fosae-2014-EKS04;M/V Karoline
fosae-2014-EKS05;M/V Karoline
fosae-2014-SKL01;M/V Karoline
fosae-2014-SKL02;M/V Karoline
fosae-2014-SKL03;M/V Karoline
fosae-2015-BH02;M/V Karoline
fosae-2015-BH03;M/V Karoline
fosae-2015-BH04;M/V Karoline
fosae-2015-BH06;M/V Karoline
fosae-2015-BH_Transit;M/V Karoline
fosae-2015-F01;M/V Karoline
fosae-2015-F02;M/V Karoline
fosae-2015-F03;M/V Karoline
fosae-2015-F05;M/V Karoline
fosae-2015-F06;M/V Karoline
fosae-2015-F08a;M/V Karoline
fosae-2017-G3;MV Fugro Discovery
fosae-2017-G4;MV Fugro Discovery
fosae-2017-G5;MV Fugro Discovery
fosae-2017-H05;M/V Karoline
fosae-2017-KF-dyp;MV Fugro Discovery
fosae-2017-SK01;MV Fugro Helmert
fosae-2017-SK02;MV Fugro Helmert
fosae-2017-SK03;MV Fugro Helmert
fosae-2017-SK04;MV Fugro Discovery
fosae-2017-TDB-B5;MV Fugro Gauss
fosae-2017-kvitoya-OD;M/V Karoline
franklin-2009-01;M/V Franklin
franklin-2009-02;M/V Franklin
franklin-2009-03;M/V Franklin
franklin-2009-04;M/V Franklin
franklin-2009-05;M/V Franklin
franklin-2009-06;M/V Franklin
franklin-2009-07;M/V Franklin
franklin-2009-08;M/V Franklin
franklin-2009-11;M/V Franklin
franklin-2011-01;M/V Franklin
franklin-2011-02;M/V Franklin
franklin-2011-03;M/V Franklin
franklin-2011-04;M/V Franklin
franklin-2011-05;M/V Franklin
franklin-2011-06;M/V Franklin
franklin-2011-07;M/V Franklin
franklin-2011-08;M/V Franklin
franklin-2011-09;M/V Franklin
franklin-2011-10;M/V Franklin
franklin-2011-101;M/V Franklin
franklin-2011-102;M/V Franklin
franklin-2011-103;M/V Franklin
franklin-2011-104;M/V Franklin
franklin-2011-105;M/V Franklin
franklin-2011-106;M/V Franklin
franklin-2011-108;M/V Franklin
franklin-2011-11;M/V Franklin
franklin-2011-110;M/V Franklin
franklin-2011-12;M/V Franklin
franklin-2011-13;M/V Franklin
franklin-2011-14;M/V Franklin
franklin-2011-15;M/V Franklin
franklin-2011-16;M/V Franklin
franklin-2011-17;M/V Franklin
franklin-2011-18;M/V Franklin
fugro-2002-001;M/V Geo Prospector
fugro-2004-001;ConCat
fusa-0197;Mb-4
geiranger-2003-01;Bintang
geoconsult-0197;Geocat
geoconsult_em3000;Geocat
gosars-0104;G.O. Sars
gosars-0204;G.O. Sars
gosars-2011-001;G.O. Sars
gosars-2011-002;G.O. Sars
gosars200501_EM1002;G.O. Sars
gosars200501_EM300;G.O. Sars
gosars200502_EM1002;G.O. Sars
gosars200502_EM300;G.O. Sars
gosars200503_EM1002;G.O. Sars
gummibaat-0696;Sjømåleren
hydrograf-0100;Sjøtroll
hydrograf-0101;Sjøskvett
hydrograf-0102;Sjøskvett
hydrograf-0103;Sjørokk
hydrograf-0104;Sjøtroll
hydrograf-0105;Sjøfalk
hydrograf-0106a;Sjørokk
hydrograf-0107;Sjøtroll
hydrograf-0108;Sjøfalk
hydrograf-0196;Mb-8
hydrograf-0197;Mb-8
hydrograf-0198;Mb-5
hydrograf-0199;Mb-5
hydrograf-0200;Sjøtroll
hydrograf-0201;Sjøtroll
hydrograf-0202;Sjøskvett
hydrograf-0203;Sjørokk
hydrograf-0204;Sjørokk
hydrograf-0205;Sjøfalk
hydrograf-0206;Sjøfalk
hydrograf-0207;Sjøfalk
hydrograf-0208;Sjørokk
hydrograf-0296;Mb-8
hydrograf-0297;Mb-8
hydrograf-0298;Mb-5
hydrograf-0299;Sjøtroll
hydrograf-0301;Sjøtroll
hydrograf-0302;Sjøskvett
hydrograf-0303;Sjøtroll
hydrograf-0304;Sjørokk
hydrograf-0305;Sjørokk
hydrograf-0306;Sjørokk
hydrograf-0307;Sjøfalk
hydrograf-0308;Sjørokk
hydrograf-0397;Mb-8
hydrograf-0398;Mb-8
hydrograf-0399;Mb-5
hydrograf-0401;Mb-5
hydrograf-0402;Sjøskvett
hydrograf-0403;Sjørokk
hydrograf-0404;Sjørokk
hydrograf-0405;Sjøfalk
hydrograf-0406;Sjøfalk
hydrograf-0407;Sjøfalk
hydrograf-0408;Sjøfalk
hydrograf-0496;Mb-8
hydrograf-0497;Mb-8
hydrograf-0498;Mb-8
hydrograf-0499;Sjøtroll
hydrograf-0500;Mb-Sjøtroll
hydrograf-0501;Sjøskvett
hydrograf-0502;Sjøskvett
hydrograf-0503;Sjørokk
hydrograf-0504;Sjørokk
hydrograf-0505;Sjøfalk
hydrograf-0506;Sjørokk
hydrograf-0507;Sjøfalk
hydrograf-0508;Sjørokk
hydrograf-0598;Mb-5
hydrograf-0599;Mb-5
hydrograf-0600;Mb-Sjøtroll
hydrograf-0601;Sjøskvett
hydrograf-0602;Sjøskvett
hydrograf-0603;Sjørokk
hydrograf-0604;Sjøtroll
hydrograf-0605;Sjøfalk
hydrograf-0606;Sjøfalk
hydrograf-0607;Sjøtroll
hydrograf-0608;Sjøfalk
hydrograf-0698;Hydrograf
hydrograf-0699;Mb-Sjøtroll
hydrograf-0700;Mb-5
hydrograf-0701;Sjøskvett
hydrograf-0702;Sjøskvett
hydrograf-0703;Sjørokk
hydrograf-0704;Sjørokk
hydrograf-0705;Sjøfalk
hydrograf-0706;Sjøfalk
hydrograf-0707;Sjøfalk
hydrograf-0708;Sjøfalk
hydrograf-0798;Mb-8
hydrograf-0799;Mb-5
hydrograf-0801;Sjøskvett
hydrograf-0802;Sjøskvett
hydrograf-0803;Mb-Sjøtroll
hydrograf-0804;Sjøfalk
hydrograf-0805;Sjøfalk
hydrograf-0806;Sjørokk
hydrograf-0807;Sjøfalk
hydrograf-0808;Sjøfalk
hydrograf-0898;Mb-5
hydrograf-0899;Sjøtroll
hydrograf-0900;Mb-Sjøtroll
hydrograf-0901;Sjøskvett
hydrograf-0902;Sjøskvett
hydrograf-0903;Mb-Sjøtroll
hydrograf-0904;Sjørokk
hydrograf-0905;Sjøfalk
hydrograf-0906;Sjørokk
hydrograf-0907;Sjøfalk
hydrograf-0908;Sjøfalk
hydrograf-0999;Mb-5
hydrograf-1001;Sjøskvett
hydrograf-1002;Sjøskvett
hydrograf-1003;Mb-Sjøtroll
hydrograf-1004;Sjøfalk
hydrograf-1005;Sjøfalk
hydrograf-1006;Sjørokk
hydrograf-1007;Sjøfalk
hydrograf-1008;Sjørokk
hydrograf-1099;Mb-Sjøtroll
hydrograf-1100;Mb-Sjøtroll
hydrograf-1101;Sjøskvett
hydrograf-1102;Sjøskvett
hydrograf-1103;Sjøtroll
hydrograf-1104;Sjøfalk
hydrograf-1105;Sjørokk
hydrograf-1106;Sjørokk
hydrograf-1107;Sjøfalk
hydrograf-1108;Sjørokk
hydrograf-1199;Mb-5
hydrograf-1200;Mb-Sjøtroll
hydrograf-1201;Sjøskvett
hydrograf-1202;Sjøskvett
hydrograf-1203;Sjørokk
hydrograf-1204;Sjørokk
hydrograf-1205;Sjøfalk
hydrograf-1206;Sjøtroll
hydrograf-1207;Sjøfalk
hydrograf-1208;Sjøfalk
hydrograf-1298;Mb-5
hydrograf-1299;Mb-Sjøtroll
hydrograf-1300;Mb-5
hydrograf-1301;Sjøskvett
hydrograf-1302;Sjøskvett
hydrograf-1303;Sjørokk
hydrograf-1304;Sjøfalk
hydrograf-1305;Sjørokk
hydrograf-1306;Sjøtroll
hydrograf-1307;Sjøfalk
hydrograf-1308;Hydrograf
hydrograf-1398;Mb-5
hydrograf-1399;Mb-5
hydrograf-1400;Mb-5
hydrograf-1401;Sjøskvett
hydrograf-1402;Sjøskvett
hydrograf-1403;Sjørokk
hydrograf-1404;Sjørokk
hydrograf-1405;Sjøskvett
hydrograf-1406;Sjørokk
hydrograf-1407;Sjøfalk
hydrograf-1408;Hydrograf
hydrograf-1498;Mb-Sjøtroll
hydrograf-1499;Mb-Sjøtroll
hydrograf-1500;Mb-5
hydrograf-1501;Sjøskvett
hydrograf-1502;Sjøskvett
hydrograf-1503;Sjørokk
hydrograf-1504;Sjøfalk
hydrograf-1505;Sjørokk
hydrograf-1506;Sjørokk
hydrograf-1507;Sjørokk
hydrograf-1508;Hydrograf
hydrograf-1598;Mb-5
hydrograf-1599;Mb-20
hydrograf-1600;Mb-5
hydrograf-1601;Mb-5
hydrograf-1602;Sjøskvett
hydrograf-1603;Sjøtroll
hydrograf-1604;Sjøtroll
hydrograf-1605;Sjørokk
hydrograf-1606;Sjøtroll
hydrograf-1607;Sjørokk
hydrograf-1608;Hydrograf
hydrograf-1698;Mb-5
hydrograf-1699;Mb-20
hydrograf-1700;Mb-5
hydrograf-1701;Mb-5
hydrograf-1702;Sjøskvett
hydrograf-1703;Sjørokk
hydrograf-1704;Sjøtroll
hydrograf-1705;Sjørokk
hydrograf-1706;Sjørokk
hydrograf-1707;Sjøfalk
hydrograf-1708;Hydrograf
hydrograf-1798;Mb-Sjøtroll
hydrograf-1799;Mb-5
hydrograf-1800;Mb-5
hydrograf-1801;Mb-5
hydrograf-1802;Sjøskvett
hydrograf-1803;Sjørokk
hydrograf-1804;Sjøtroll
hydrograf-1805;Sjørokk
hydrograf-1806;Sjørokk
hydrograf-1807;Sjøfalk
hydrograf-1808;Hydrograf
hydrograf-1898;Mb-5
hydrograf-1899;Mb-5
hydrograf-1900;Mb-5
hydrograf-1901;Mb-5
hydrograf-1902;Sjøskvett
hydrograf-1903;Mb-Sjøtroll
hydrograf-1904;Sjørokk
hydrograf-1905;Sjøtroll
hydrograf-1906;Sjøtroll
hydrograf-1907;Sjøfalk
hydrograf-1908;Hydrograf
hydrograf-1998;Mb-Sjøtroll
hydrograf-1999;Mb-5
hydrograf-2000;Mb-5
hydrograf-2001;Mb-5
hydrograf-2002;Sjøskvett
hydrograf-2003;Mb-Sjøtroll
hydrograf-2004;Sjørokk
hydrograf-2005;Sjøtroll
hydrograf-2006;Sjøfalk
hydrograf-2007;Sjøfalk
hydrograf-2008;Hydrograf
hydrograf-2009-001;Sjøtroll
hydrograf-2009-002;Sjøfalk
hydrograf-2009-003;Sjøfalk
hydrograf-2009-004;Sjøfalk
hydrograf-2009-005;Hydrograf
hydrograf-2009-006;Sjøfalk
hydrograf-2009-007;Sjøfalk
hydrograf-2009-008;Sjøfalk
hydrograf-2009-009;Sjørokk
hydrograf-2009-010;Sjøfalk
hydrograf-2009-011;Sjøfalk
hydrograf-2009-012;Sjøfalk
hydrograf-2009-013;Sjøfalk
hydrograf-2009-014;Sjøfalk
hydrograf-2009-015;Sjøfalk
hydrograf-2009-016;Sjøfalk
hydrograf-2009-017;Sjøfalk
hydrograf-2009-018;Sjøtroll
hydrograf-2009-019;Sjøfalk
hydrograf-2009-020;Sjøfalk
hydrograf-2009-024;Sjøfalk
hydrograf-2009-026;Sjørokk
hydrograf-2009-027;Hydrograf
hydrograf-2009-028;Sjøtroll
hydrograf-2009-030;Sjørokk
hydrograf-2009-040;Hydrograf
hydrograf-2009-041;Hydrograf
hydrograf-2009-042;Hydrograf
hydrograf-2009-043;Hydrograf
hydrograf-2009-101;Sjøfalk
hydrograf-2009-102;Sjøfalk
hydrograf-2009-103;Sjøfalk
hydrograf-2009-104;Sjøfalk
hydrograf-2009-105;Sjøfalk
hydrograf-2009-106;Sjøfalk
hydrograf-2009-107;Sjøfalk
hydrograf-2009-108;Sjøfalk
hydrograf-2009-109;Sjøfalk
hydrograf-2009-110;Sjøfalk
hydrograf-2009-111;Sjøfalk
hydrograf-2009-112;Sjøfalk
hydrograf-2009-113;Sjøfalk
hydrograf-2009-114;Sjøtroll
hydrograf-2009-115;Sjøfalk
hydrograf-2009-116;Sjøfalk
hydrograf-2009-901;Sjøfalk
hydrograf-2009-902;Hydrograf
hydrograf-2009-903;Sjøfalk
hydrograf-2009-904;Hydrograf
hydrograf-2009-906;Sjøtroll
hydrograf-2009-907;Sjøfalk
hydrograf-2009-908;Hydrograf
hydrograf-2009-909;Hydrograf
hydrograf-2009-910;Hydrograf
hydrograf-2009-911;Sjøtroll
hydrograf-2009-912;Sjøfalk
hydrograf-2009-913;Sjøtroll
